Age,Gender,Employment_Status,Work_Hours_Per_Week,Screen_Time_Hours,Sleep_Hours,Sleep_Quality,Physical_Activity_Hours,Meditation_Minutes,Coffee_Cups_Per_Day,Stress_Level,Chronic_Stress,Burnout_Risk
40.0,Other,Employed,41,8.7,6.6,Average,6.3,,2,Low,No,Low
18.0,Male,Student,33,14.0,4.8,Poor,0.3,58.0,8,High,Yes,High
41.0,Other,Unemployed,29,7.1,8.9,Good,6.1,41.0,5,Low,No,Low
49.0,Male,Employed,29,11.1,8.9,Good,2.7,36.0,7,Low,No,Low
36.0,Female,Employed,47,3.2,8.2,Good,0.3,43.0,0,Low,No,Low
21.0,Other,Self-Employed,69,12.3,7.8,Good,2.9,18.0,4,High,Yes,High
54.0,Male,Employed,27,12.9,9.4,Excellent,,5.0,2,Low,No,Low
39.0,Other,Unemployed,60,13.8,5.6,Average,6.4,6.0,2,High,Yes,High
33.0,Other,Self-Employed,26,9.1,6.1,Average,3.0,48.0,3,Low,No,Low
40.0,Male,Student,33,13.2,4.5,Poor,1.7,18.0,4,High,Yes,High
27.0,Male,Self-Employed,49,8.6,8.4,Good,1.9,15.0,1,Moderate,No,Low
27.0,Male,Unemployed,46,5.1,7.7,Good,3.3,52.0,0,Low,No,Low
26.0,Male,Employed,47,5.2,7.8,Good,9.2,46.0,5,Low,No,Low
34.0,Female,Student,25,4.3,8.6,Good,0.1,5.0,8,Moderate,No,Low
47.0,Male,Student,48,8.3,8.5,Good,5.1,47.0,2,Low,No,Low
39.0,Other,Employed,23,13.4,8.3,Good,3.8,21.0,7,Moderate,No,Moderate
59.0,Male,Employed,22,4.6,5.3,Average,5.1,36.0,4,Low,No,Low
18.0,Other,Unemployed,54,12.0,7.7,Good,2.9,21.0,6,High,Yes,High
23.0,Male,Employed,66,10.6,5.4,Average,8.0,8.0,8,High,Yes,High
61.0,Male,Unemployed,21,13.3,5.5,Average,5.7,26.0,2,Moderate,No,Moderate
33.0,Male,Student,61,5.4,7.2,Good,1.6,35.0,5,High,Yes,High
52.0,Other,Self-Employed,59,13.4,4.2,Poor,5.4,8.0,5,High,Yes,Moderate
43.0,Male,Employed,39,3.5,9.3,Excellent,1.5,14.0,7,Low,No,Low
43.0,Male,Unemployed,59,7.3,8.1,Good,6.7,60.0,6,Moderate,No,High
46.0,Other,Unemployed,37,12.0,7.5,Good,7.4,46.0,0,Moderate,No,Low
37.0,Female,Student,55,2.0,9.4,Excellent,0.8,24.0,3,Moderate,No,Low
41.0,Male,Self-Employed,35,12.9,8.3,Good,2.1,59.0,6,Low,No,Low
49.0,Female,Self-Employed,37,14.0,7.5,Good,2.3,59.0,7,Moderate,No,Moderate
60.0,Other,Employed,37,3.6,4.9,Poor,5.9,60.0,7,Low,No,Low
42.0,Male,Self-Employed,43,3.5,9.5,Excellent,7.9,9.0,5,Low,No,Low
56.0,Other,Student,20,7.7,6.3,Average,7.2,50.0,3,Low,No,Low
31.0,Other,Unemployed,35,5.0,6.8,Average,7.0,42.0,2,Low,No,Low
18.0,Male,Student,62,5.2,4.7,Poor,,46.0,5,Moderate,No,High
27.0,Male,Employed,57,10.3,4.9,Poor,7.3,59.0,1,Moderate,No,Moderate
18.0,Other,Student,56,9.9,9.8,Excellent,1.0,,5,Moderate,No,Moderate
30.0,Male,Self-Employed,35,2.1,9.6,Excellent,5.1,11.0,4,Low,No,Low
26.0,Other,Unemployed,24,11.9,8.7,Good,6.4,40.0,4,Low,No,Low
56.0,Female,Employed,58,9.1,4.9,Poor,0.1,49.0,3,High,Yes,High
44.0,Male,Self-Employed,59,5.8,4.4,Poor,2.0,,7,Moderate,No,Moderate
34.0,Female,Self-Employed,64,6.2,9.1,Excellent,1.7,26.0,0,Moderate,No,Low
59.0,Other,Student,41,13.2,5.7,Average,6.2,37.0,6,Moderate,No,Low
20.0,Male,Unemployed,55,11.1,5.2,Average,8.0,43.0,6,Moderate,No,Moderate
59.0,Male,Unemployed,27,4.6,4.3,Poor,0.4,20.0,6,Moderate,No,Low
35.0,Other,Employed,52,3.7,4.2,Poor,3.4,51.0,1,Low,No,Low
29.0,Male,Self-Employed,60,5.3,7.8,Good,5.4,36.0,4,Low,No,Low
54.0,Female,Unemployed,53,8.4,7.8,Good,9.6,53.0,2,Low,No,Low
19.0,Other,Student,60,2.1,6.4,Average,6.6,18.0,4,Moderate,No,Moderate
45.0,Female,Unemployed,46,13.9,6.7,Average,6.4,28.0,5,Moderate,No,Moderate
57.0,Female,Student,36,13.7,6.3,Average,2.0,56.0,3,Moderate,No,Moderate
53.0,Other,Student,25,4.5,7.5,Good,0.5,57.0,4,Low,No,Low
55.0,Male,Self-Employed,62,9.9,8.0,Good,8.5,47.0,5,Moderate,No,Low
28.0,Other,Employed,60,8.7,5.9,Average,1.4,29.0,4,High,Yes,High
59.0,Other,Student,40,11.2,5.6,Average,4.4,44.0,4,Moderate,No,Moderate
34.0,Female,Unemployed,63,10.7,9.0,Excellent,9.5,27.0,3,Moderate,No,Moderate
56.0,Other,Student,22,10.4,4.0,Poor,4.0,58.0,0,Low,No,Low
34.0,Female,Student,35,7.9,9.7,Excellent,4.6,34.0,5,Low,No,Low
33.0,Male,Employed,34,13.6,8.0,Good,5.0,55.0,8,Moderate,No,High
39.0,Female,Self-Employed,42,2.1,4.0,Poor,3.5,12.0,4,Moderate,No,Moderate
26.0,Female,Unemployed,44,5.8,8.4,Good,6.6,57.0,4,Low,No,Low
30.0,Other,Student,24,9.0,8.7,Good,5.6,47.0,8,Low,No,Low
20.0,Male,Employed,69,11.3,7.0,Good,8.1,8.0,5,High,Yes,High
22.0,Male,Student,28,5.6,5.3,Average,3.6,49.0,2,Low,No,Low
48.0,Female,Student,40,8.3,4.2,Poor,6.7,3.0,3,Moderate,No,Moderate
51.0,Other,Student,43,13.2,6.5,Average,6.3,34.0,0,Low,No,Low
65.0,Male,Student,40,4.9,6.1,Average,1.4,14.0,2,Low,No,Low
44.0,Male,Self-Employed,59,3.7,4.5,Poor,3.0,43.0,0,Moderate,No,Moderate
32.0,Other,Student,40,10.5,4.5,Poor,2.4,13.0,3,Moderate,No,Moderate
18.0,Other,Student,23,9.8,9.6,Excellent,,48.0,0,Low,No,Low
58.0,Male,Self-Employed,45,10.9,5.2,Average,3.1,44.0,1,Low,No,Moderate
54.0,Other,Employed,54,2.1,8.6,Good,5.2,28.0,1,Low,No,Low
27.0,Male,Self-Employed,59,11.3,,Average,2.2,42.0,4,Moderate,No,Moderate
54.0,Other,Student,29,5.4,8.1,Good,4.9,39.0,6,Low,No,Low
55.0,Female,Self-Employed,66,12.8,7.9,Good,2.3,18.0,4,High,Yes,High
26.0,Other,Self-Employed,36,3.2,7.2,Good,2.7,57.0,5,Low,No,Low
52.0,Other,Self-Employed,50,11.9,5.1,Average,2.4,50.0,3,Moderate,No,High
56.0,Male,Unemployed,22,12.3,7.0,Good,0.1,57.0,7,Moderate,No,Low
46.0,Male,Student,67,6.6,5.8,Average,4.8,48.0,4,Moderate,No,Moderate
45.0,Other,Employed,48,12.2,8.9,Good,9.3,,8,Moderate,No,Moderate
49.0,Female,Self-Employed,49,,6.0,Average,9.2,41.0,5,Low,No,Low
45.0,Male,Self-Employed,60,11.5,7.4,Good,2.8,37.0,1,Moderate,No,Moderate
54.0,Female,Self-Employed,67,3.9,8.2,Good,0.1,49.0,5,Moderate,No,Moderate
43.0,Other,Student,26,10.6,6.2,Average,3.3,24.0,5,Moderate,No,High
28.0,Female,Student,67,4.8,6.0,Average,6.6,20.0,5,High,Yes,High
44.0,Other,Employed,27,5.5,5.6,Average,3.1,36.0,1,Low,No,Low
55.0,Female,Self-Employed,69,9.7,6.8,Average,4.2,16.0,4,High,Yes,High
46.0,Other,Student,38,7.6,7.5,Good,9.2,21.0,1,Low,No,Low
63.0,Male,Self-Employed,27,10.2,9.0,Excellent,3.9,23.0,3,Low,No,Low
18.0,Other,Unemployed,46,5.0,7.9,Good,5.2,13.0,3,Low,No,Low
39.0,Male,Student,55,2.2,7.9,Good,0.4,42.0,0,Low,No,Low
55.0,Female,Employed,26,5.0,7.3,Good,2.4,50.0,7,Low,No,Low
44.0,Male,Employed,38,8.9,4.2,Poor,5.3,57.0,8,Moderate,No,Moderate
20.0,Other,Self-Employed,34,11.8,6.0,Average,0.0,34.0,0,Moderate,No,High
25.0,Other,Unemployed,42,13.8,9.2,Excellent,3.2,21.0,0,Moderate,No,Moderate
45.0,Female,Student,55,7.6,5.3,Average,1.3,36.0,8,High,Yes,High
24.0,Female,Student,42,10.4,8.4,Good,6.0,48.0,1,Low,No,Low
45.0,Other,Unemployed,58,2.9,7.0,Good,1.6,5.0,7,Moderate,No,Moderate
63.0,Other,Self-Employed,23,11.7,7.3,Good,4.7,59.0,5,Low,No,Low
65.0,Other,Student,26,11.9,6.0,Average,5.8,0.0,7,High,No,High
65.0,Female,Self-Employed,33,13.7,5.9,Average,1.0,18.0,4,Moderate,No,High
44.0,Male,Self-Employed,35,6.8,9.8,Excellent,4.8,35.0,1,Low,No,Low
54.0,Female,Self-Employed,23,6.3,6.7,Average,5.6,7.0,6,Low,No,Low
35.0,Male,Unemployed,24,3.0,5.3,Average,7.9,22.0,1,Low,No,Low
61.0,Female,Unemployed,46,5.9,5.5,Average,0.5,51.0,4,Moderate,No,Moderate
34.0,Male,Student,48,3.2,5.1,Average,7.9,54.0,0,Low,No,Low
48.0,Other,Employed,20,6.2,4.5,Poor,3.5,53.0,6,Low,No,Low
65.0,Female,Unemployed,70,7.1,8.8,Good,3.5,,2,Moderate,No,Moderate
52.0,Female,Student,27,6.0,6.9,Average,0.9,28.0,6,Low,No,Low
44.0,Other,Student,61,7.0,6.8,Average,0.3,56.0,7,High,Yes,High
58.0,Other,Student,38,8.8,7.8,Good,4.5,24.0,2,Low,No,Low
20.0,Female,Employed,20,7.0,9.6,Excellent,2.3,47.0,2,Low,No,Low
57.0,Female,Unemployed,44,12.7,4.4,Poor,2.0,9.0,5,Moderate,No,High
27.0,Female,Student,26,6.8,5.5,Average,3.4,27.0,5,Moderate,No,Low
42.0,Male,Student,20,4.0,5.0,Average,0.1,45.0,5,Low,No,Low
29.0,Male,Self-Employed,61,8.6,9.0,Excellent,6.9,18.0,6,High,Yes,High
30.0,Female,Employed,20,4.1,7.1,Good,3.6,27.0,7,Low,No,Low
55.0,Female,Employed,30,5.3,9.3,Excellent,,55.0,5,Low,No,Low
22.0,Other,Unemployed,46,2.6,4.8,Poor,2.8,48.0,8,Moderate,No,Moderate
32.0,Male,Self-Employed,66,2.7,8.1,Good,8.1,60.0,3,Low,No,Low
23.0,Male,Student,25,5.8,6.4,Average,,6.0,4,Low,No,Low
47.0,Female,Self-Employed,42,9.0,4.6,Poor,0.9,17.0,1,Low,No,Low
25.0,Male,Unemployed,57,5.8,9.7,Excellent,4.0,47.0,8,Moderate,No,High
47.0,Other,Unemployed,52,4.9,8.4,Good,7.8,19.0,3,Low,No,Low
54.0,Other,Self-Employed,24,12.0,6.8,Average,5.3,42.0,6,Low,No,Low
57.0,Other,Unemployed,28,11.9,8.2,Good,4.8,52.0,4,Low,No,Low
62.0,Other,Unemployed,43,3.2,5.8,Average,5.3,44.0,1,Low,No,Low
45.0,Female,Unemployed,61,13.4,8.2,Good,0.2,32.0,5,High,Yes,High
63.0,Female,Employed,33,2.6,7.6,Good,3.3,38.0,3,Low,No,Low
65.0,Female,Unemployed,22,7.1,4.4,Poor,5.2,16.0,8,Moderate,No,Moderate
47.0,Other,Self-Employed,49,11.2,4.4,Poor,5.4,36.0,0,Moderate,No,Moderate
30.0,Male,Student,27,10.6,6.1,Average,2.4,32.0,6,Low,No,Low
61.0,Male,Student,37,11.4,5.4,Average,8.0,11.0,6,Moderate,No,Low
58.0,Female,Student,31,8.3,5.1,Average,8.6,45.0,6,Moderate,No,Moderate
55.0,Female,Unemployed,68,9.2,9.0,Excellent,2.5,16.0,6,High,Yes,High
26.0,Male,Unemployed,51,7.0,4.0,Poor,6.3,35.0,0,Low,No,Low
41.0,Female,Self-Employed,28,10.5,8.8,Good,2.8,7.0,3,Moderate,No,Moderate
18.0,Female,Employed,64,7.6,8.8,Good,8.1,4.0,4,Moderate,No,High
32.0,Female,Student,58,2.5,5.7,Average,3.3,22.0,3,Moderate,No,Low
37.0,Female,Unemployed,30,10.9,7.2,Good,7.6,52.0,5,Low,No,Low
40.0,Male,Self-Employed,37,4.1,9.4,Excellent,5.0,33.0,2,Low,No,Low
55.0,Male,Self-Employed,28,13.5,7.9,Good,6.1,22.0,3,Low,No,Low
24.0,Female,Employed,36,4.1,6.4,Average,0.0,43.0,1,Low,No,Low
65.0,Male,Student,42,6.8,7.4,Good,3.5,10.0,7,Low,No,Moderate
65.0,Other,Student,63,12.4,6.5,Average,1.7,,0,Moderate,No,Low
49.0,Male,Employed,25,2.5,4.2,Poor,8.2,24.0,4,Low,No,Low
34.0,Other,Employed,54,9.1,8.2,Good,6.7,58.0,6,Low,No,Low
45.0,Female,Unemployed,31,7.5,6.3,Average,8.0,37.0,5,Low,No,Low
54.0,Male,Unemployed,22,7.8,8.5,Good,3.1,45.0,1,Low,No,Low
52.0,Male,Student,37,,6.9,Average,5.9,50.0,2,Low,No,Moderate
27.0,Other,Student,34,5.6,6.4,Average,8.2,19.0,0,Low,No,Low
24.0,Female,Student,38,8.5,7.5,Good,8.2,6.0,0,Low,No,Low
26.0,Male,Employed,40,3.5,9.9,Excellent,4.5,33.0,3,Low,No,Low
18.0,Female,Student,37,8.2,4.9,Poor,7.4,39.0,6,Moderate,No,High
60.0,Female,Employed,20,3.4,,Poor,4.8,35.0,8,Low,No,Low
49.0,Female,Employed,47,3.7,6.8,Average,0.5,1.0,0,Low,No,Moderate
52.0,Female,Unemployed,61,9.8,5.2,Average,2.6,31.0,8,High,Yes,High
55.0,Male,Self-Employed,32,4.4,9.3,Excellent,0.2,12.0,6,Low,No,Low
42.0,Female,Student,55,10.7,6.0,Average,2.2,22.0,4,Moderate,No,High
65.0,Female,Unemployed,26,5.8,8.6,Good,5.0,25.0,1,Low,No,Low
40.0,Male,Student,21,5.5,8.0,Good,1.6,26.0,6,Low,No,Low
37.0,Female,Student,63,11.7,8.9,Good,5.5,22.0,4,Moderate,No,Moderate
28.0,Other,Self-Employed,23,4.3,5.4,Average,6.3,37.0,7,Low,No,Low
29.0,Female,Unemployed,67,10.5,8.9,Good,2.1,58.0,7,Moderate,No,Moderate
63.0,Female,Unemployed,24,2.1,4.1,Poor,2.4,51.0,2,Low,No,Low
44.0,Male,Self-Employed,36,2.9,9.4,Excellent,6.2,18.0,4,Low,No,Low
32.0,Male,Unemployed,50,12.6,4.5,Poor,0.8,26.0,7,High,Yes,High
59.0,Male,Unemployed,21,11.2,7.5,Good,7.3,16.0,5,Low,No,Low
41.0,Male,Self-Employed,56,8.7,7.2,Good,7.3,14.0,6,Moderate,No,High
18.0,Female,Unemployed,41,2.0,4.3,Poor,8.1,4.0,7,Moderate,No,Moderate
56.0,Female,Employed,50,10.4,5.7,Average,8.5,14.0,1,Moderate,No,Moderate
22.0,Other,Employed,25,10.6,4.2,Poor,2.6,12.0,4,Low,No,Low
57.0,Male,Self-Employed,40,3.8,7.7,Good,3.2,19.0,0,Low,No,Low
32.0,Other,Unemployed,56,3.4,5.7,Average,6.6,60.0,7,Moderate,No,Moderate
43.0,Male,Unemployed,49,8.8,4.5,Poor,4.4,12.0,0,High,Yes,High
51.0,Other,Student,66,5.9,9.3,Excellent,6.4,36.0,7,Moderate,No,Moderate
35.0,Other,Unemployed,58,2.6,4.8,Poor,6.3,15.0,5,Moderate,No,Moderate
56.0,Other,Employed,56,12.2,4.5,Poor,9.0,24.0,0,Moderate,No,Moderate
39.0,Female,Unemployed,38,7.3,4.4,Poor,2.3,42.0,7,Moderate,No,Low
39.0,Female,Unemployed,47,2.9,5.1,Average,9.5,7.0,6,Moderate,No,Low
57.0,Female,Employed,33,4.0,6.0,Average,2.3,53.0,1,Low,No,Low
19.0,Female,Unemployed,39,13.1,7.6,Good,0.2,41.0,3,Moderate,No,High
20.0,Female,Employed,70,10.7,8.3,Good,3.0,54.0,1,Moderate,No,High
30.0,Male,Student,62,5.8,5.2,Average,9.1,38.0,0,Low,No,Low
54.0,Female,Employed,38,4.9,9.6,Excellent,6.5,8.0,2,Low,No,Low
30.0,Female,Self-Employed,38,2.4,7.0,Good,1.9,28.0,3,Low,No,Low
19.0,Male,Self-Employed,50,14.0,6.5,Average,2.7,12.0,4,High,Yes,High
50.0,Female,Self-Employed,54,8.5,9.2,Excellent,3.2,6.0,0,Moderate,No,Moderate
58.0,Female,Unemployed,24,3.8,7.8,Good,9.2,58.0,4,Low,No,Low
51.0,Female,Student,62,10.7,7.7,Good,6.8,23.0,2,High,Yes,Moderate
34.0,Female,Unemployed,66,11.9,8.7,Good,8.5,30.0,5,Moderate,No,High
38.0,Female,Student,28,14.0,8.7,Good,4.8,0.0,0,Moderate,No,Moderate
41.0,Other,Unemployed,39,3.0,5.7,Average,3.6,48.0,0,Low,No,Low
42.0,Female,Unemployed,37,9.0,7.1,Good,7.2,59.0,0,Low,No,Low
57.0,Other,Employed,23,11.5,9.2,Excellent,1.4,29.0,8,Moderate,No,Moderate
48.0,Female,Employed,45,10.7,9.5,Excellent,5.0,35.0,2,Moderate,No,Low
55.0,Other,Employed,22,7.9,,Poor,8.5,34.0,1,Low,No,Low
59.0,Female,Employed,45,7.1,4.7,Poor,4.7,54.0,6,Moderate,No,Moderate
34.0,Other,Unemployed,34,4.2,7.7,Good,0.9,33.0,3,Low,No,Low
36.0,Female,Employed,70,6.9,7.5,Good,9.6,42.0,5,Moderate,No,Moderate
21.0,Female,Student,70,11.0,4.6,Poor,6.5,34.0,8,High,Yes,High
21.0,Other,Unemployed,69,6.7,8.1,Good,9.8,43.0,4,Low,No,Low
32.0,Male,Self-Employed,26,7.0,9.9,Excellent,8.2,46.0,3,Low,No,Low
55.0,Male,Unemployed,43,6.1,5.2,Average,2.6,33.0,1,Moderate,No,Moderate
55.0,Female,Student,66,9.6,9.2,Excellent,5.8,44.0,7,Moderate,No,Moderate
29.0,Male,Student,22,9.8,9.3,Excellent,3.8,52.0,2,Low,No,Low
55.0,Male,Self-Employed,28,7.4,4.9,Poor,1.0,55.0,4,Low,No,Low
21.0,Female,Self-Employed,31,9.1,6.7,Average,3.3,14.0,5,Moderate,No,Low
65.0,Other,Student,62,5.0,7.5,Good,,51.0,4,Low,No,Low
43.0,Other,Student,56,5.8,9.9,Excellent,0.7,20.0,0,Moderate,No,Moderate
35.0,Other,Unemployed,41,6.1,4.4,Poor,5.1,22.0,7,Moderate,No,Low
,Female,Student,38,10.7,4.9,Poor,6.7,33.0,0,Low,No,Low
49.0,Male,Unemployed,62,10.8,5.3,Average,8.1,10.0,0,High,Yes,High
62.0,Other,Self-Employed,52,12.5,5.8,Average,7.3,26.0,6,High,Yes,High
37.0,Female,Self-Employed,29,2.3,9.9,Excellent,4.4,19.0,5,Low,No,Low
29.0,Female,Unemployed,31,10.1,4.3,Poor,9.5,38.0,7,Low,No,Low
56.0,Other,Unemployed,70,5.6,6.6,Average,3.7,33.0,2,Moderate,No,High
19.0,Other,Self-Employed,48,6.6,8.7,Good,5.1,,6,Moderate,No,Moderate
57.0,Male,Self-Employed,68,2.9,4.1,Poor,6.7,10.0,3,Moderate,No,High
25.0,Male,Unemployed,27,13.7,7.8,Good,0.5,16.0,3,Low,No,Low
45.0,Other,Unemployed,47,11.3,7.8,Good,5.8,15.0,1,Moderate,No,Moderate
25.0,Other,Self-Employed,40,10.4,9.3,Excellent,9.5,17.0,8,Low,No,Moderate
48.0,Other,Student,66,13.8,6.1,Average,9.1,25.0,1,Moderate,No,Moderate
29.0,Female,Employed,58,7.3,5.1,Average,9.3,5.0,4,High,Yes,Moderate
62.0,Female,Unemployed,42,8.2,4.7,Poor,8.9,22.0,2,Moderate,No,Moderate
54.0,Other,Self-Employed,52,3.2,6.0,Average,8.6,46.0,2,Low,No,Low
39.0,Female,Self-Employed,27,10.9,5.7,Average,5.6,7.0,3,Low,No,Low
29.0,Female,Unemployed,62,5.9,7.9,Good,9.4,22.0,4,Moderate,No,Moderate
27.0,Other,Self-Employed,66,10.5,9.5,Excellent,5.3,57.0,7,High,Yes,High
65.0,Other,Student,31,10.5,9.5,Excellent,,8.0,5,Moderate,No,Moderate
58.0,Female,Unemployed,42,4.4,9.9,Excellent,4.0,52.0,0,Low,No,Low
58.0,Male,Student,32,9.6,7.8,Good,8.3,6.0,2,Low,No,Low
26.0,Male,Self-Employed,36,10.1,5.9,Average,6.2,26.0,2,Low,No,Low
53.0,Male,Employed,57,10.5,8.7,Good,8.8,30.0,4,Moderate,No,Moderate
55.0,Male,Employed,33,8.8,8.1,Good,6.2,17.0,4,Moderate,No,Moderate
45.0,Other,Employed,54,5.9,8.4,Good,7.4,20.0,0,Low,No,Low
29.0,Female,Employed,69,6.4,7.8,Good,9.0,,2,Low,No,Low
23.0,Female,Employed,22,12.9,9.3,Excellent,3.2,7.0,4,Low,No,Low
43.0,Male,Unemployed,51,12.3,6.8,Average,9.3,25.0,1,Moderate,No,Moderate
30.0,Male,Self-Employed,36,10.4,5.2,Average,2.8,44.0,6,Low,No,Low
24.0,Female,Unemployed,33,13.4,9.9,Excellent,5.3,28.0,7,Low,No,Low
19.0,Male,Self-Employed,66,13.1,7.9,Good,7.6,14.0,1,High,No,High
25.0,Female,Unemployed,31,11.4,9.7,Excellent,9.7,55.0,0,Low,No,Low
36.0,Male,Self-Employed,22,13.5,9.9,Excellent,3.5,3.0,6,Moderate,No,Low
21.0,Male,Unemployed,42,9.3,8.6,Good,1.9,31.0,6,Moderate,No,Moderate
20.0,Other,Student,23,8.5,4.5,Poor,2.6,50.0,8,Moderate,No,Moderate
57.0,Female,Employed,38,5.3,9.4,Excellent,5.7,57.0,6,Low,No,Low
52.0,Female,Student,41,10.3,6.7,Average,0.3,23.0,0,Low,No,Low
24.0,Female,Employed,67,11.0,4.7,Poor,3.3,9.0,0,High,Yes,High
23.0,Other,Unemployed,58,6.8,8.3,Good,4.3,15.0,8,Moderate,No,Moderate
50.0,Male,Unemployed,21,2.6,7.3,Good,4.0,32.0,2,Low,No,Low
60.0,Male,Employed,63,11.2,5.3,Average,1.7,49.0,5,High,Yes,High
23.0,Female,Employed,43,11.5,,Good,4.9,43.0,8,Moderate,No,Moderate
50.0,Female,Student,55,3.1,4.4,Poor,0.3,45.0,3,Moderate,No,High
55.0,Male,Employed,68,10.8,8.0,Good,2.4,43.0,1,High,Yes,High
33.0,Female,Unemployed,56,3.8,4.3,Poor,9.4,57.0,0,Low,No,Low
35.0,Female,Student,67,11.6,6.3,Average,5.6,60.0,1,Moderate,No,Moderate
25.0,Male,Employed,30,11.4,5.5,Average,9.6,,5,Moderate,No,Moderate
37.0,Female,Employed,22,13.4,4.9,Poor,0.7,0.0,1,Low,No,Moderate
29.0,Male,Employed,66,13.2,4.3,Poor,,22.0,7,High,Yes,High
46.0,Other,Unemployed,68,4.7,9.6,Excellent,2.5,52.0,0,Moderate,No,Low
58.0,Other,Student,22,5.2,6.0,Average,5.4,28.0,4,Low,No,Low
45.0,Other,Employed,65,9.8,9.9,Excellent,4.7,36.0,6,Moderate,No,Moderate
25.0,Female,Self-Employed,69,2.1,6.1,Average,7.4,10.0,5,High,Yes,High
59.0,Male,Employed,60,10.3,6.3,Average,6.6,35.0,7,High,Yes,High
62.0,Female,Student,20,8.1,6.3,Average,2.1,21.0,1,Low,No,Low
58.0,Male,Unemployed,24,7.6,7.2,Good,4.0,19.0,5,Low,No,Low
18.0,Female,Unemployed,69,7.2,7.8,Good,2.5,54.0,0,Low,No,Low
62.0,Other,Student,69,11.2,7.4,Good,0.1,16.0,1,High,Yes,High
19.0,Male,Student,20,5.1,7.8,Good,4.3,10.0,1,Low,No,Low
36.0,Male,Self-Employed,53,11.4,8.8,Good,6.7,31.0,0,Low,No,Low
46.0,Male,Unemployed,64,6.3,9.1,Excellent,2.7,31.0,6,High,Yes,High
50.0,Female,Employed,54,8.1,5.3,Average,8.6,24.0,5,High,Yes,High
26.0,Other,Unemployed,34,6.5,8.3,Good,1.5,25.0,1,Low,No,Low
40.0,Male,Self-Employed,69,12.3,5.9,Average,3.8,25.0,3,High,Yes,High
25.0,Female,Self-Employed,23,11.6,9.2,Excellent,6.0,13.0,8,Moderate,No,Moderate
33.0,Male,Unemployed,40,9.8,6.1,Average,1.2,40.0,7,Moderate,No,Moderate
40.0,Male,Employed,42,11.2,8.8,Good,1.9,5.0,3,Moderate,No,Low
22.0,Female,Unemployed,63,11.8,7.4,Good,9.3,57.0,5,Moderate,No,High
63.0,Male,Self-Employed,38,3.4,4.6,Poor,6.5,29.0,4,Low,No,Low
33.0,Female,Employed,65,12.9,8.3,Good,1.6,49.0,7,High,Yes,High
40.0,Male,Student,44,10.8,9.6,Excellent,5.4,46.0,1,Moderate,No,Low
38.0,Female,Employed,66,11.4,6.1,Average,1.1,20.0,5,High,Yes,High
19.0,Male,Self-Employed,47,13.6,10.0,Excellent,1.6,44.0,7,Moderate,No,Moderate
61.0,Female,Self-Employed,27,2.0,5.9,Average,3.2,33.0,1,Low,No,Low
24.0,Female,Student,41,11.4,8.8,Good,6.2,23.0,8,Low,No,Low
22.0,Male,Student,33,5.1,6.3,Average,3.6,41.0,7,Moderate,No,Low
24.0,Female,Unemployed,32,5.9,4.9,Poor,6.8,39.0,7,Low,No,Low
37.0,Male,Unemployed,30,13.4,9.7,Excellent,4.1,31.0,1,Low,No,Low
37.0,Other,Self-Employed,49,8.3,8.9,Good,5.5,59.0,5,Low,No,Low
19.0,Male,Self-Employed,56,3.5,6.3,Average,3.4,26.0,0,Low,No,Low
26.0,Male,Student,42,,8.7,Good,0.7,27.0,5,Low,No,Low
,Female,Self-Employed,20,10.5,8.4,Good,5.1,26.0,8,Moderate,No,Low
45.0,Female,Employed,48,6.2,5.4,Average,5.3,11.0,8,Moderate,No,High
42.0,Male,Self-Employed,40,10.8,8.3,Good,9.8,47.0,2,Low,No,Low
52.0,Other,Student,23,4.2,8.6,Good,2.9,51.0,2,Low,No,Low
27.0,Female,Student,36,2.8,9.1,Excellent,3.9,22.0,6,Low,No,Low
40.0,Female,Unemployed,33,7.9,6.3,Average,5.5,60.0,1,Low,No,Low
22.0,Female,Self-Employed,42,13.6,9.7,Excellent,4.1,42.0,8,Moderate,No,Moderate
45.0,Female,Unemployed,29,10.2,9.5,Excellent,0.5,44.0,8,Moderate,No,Moderate
41.0,Other,Unemployed,54,13.6,5.8,Average,3.6,22.0,0,High,No,High
37.0,Other,Employed,47,9.6,5.1,Average,5.7,38.0,7,Moderate,No,Moderate
29.0,Female,Unemployed,49,2.4,7.5,Good,7.5,54.0,2,Low,No,Low
31.0,Male,Unemployed,26,5.2,6.8,Average,6.2,56.0,3,Low,No,Low
45.0,Female,Student,50,12.6,8.5,Good,4.7,21.0,3,Moderate,No,Moderate
48.0,Female,Employed,23,11.6,4.3,Poor,9.1,29.0,0,Low,No,Low
48.0,Male,Employed,33,12.1,7.3,Good,4.0,55.0,0,Low,No,Low
46.0,Male,Self-Employed,56,13.3,4.5,Poor,,34.0,1,Moderate,No,Moderate
28.0,Other,Self-Employed,50,9.5,4.2,Poor,6.7,49.0,8,Moderate,No,Moderate
62.0,Male,Student,67,9.5,7.4,Good,3.4,11.0,2,High,Yes,High
41.0,Other,Employed,60,6.1,10.0,Excellent,8.2,52.0,6,Moderate,No,Moderate
32.0,Male,Self-Employed,67,9.6,8.0,Good,4.3,19.0,2,High,Yes,High
35.0,Male,Self-Employed,35,5.4,5.5,Average,,36.0,3,Low,No,Low
51.0,Male,Employed,67,8.4,7.6,Good,2.9,3.0,3,Moderate,No,High
