Age,Gender,Employment_Status,Work_Hours_Per_Week,Screen_Time_Hours,Sleep_Hours,Sleep_Quality,Physical_Activity_Hours,Meditation_Minutes,Coffee_Cups_Per_Day,Stress_Level,Burnout_Risk,Occupation,Education_Level,Chronic_OHE_No,Chronic_OHE_Yes
33.0,2,0,49,12.4,7.9,2,3.5,41.0,0,1,1,15,2,1,0
35.0,1,1,57,13.8,4.6,0,7.3,40.0,8,2,2,3,3,0,1
18.0,1,1,70,4.4,7.1,2,8.4,27.0,2,1,1,14,2,1,0
21.0,0,2,68,10.7,9.9,3,6.4,23.0,0,1,1,12,2,1,0
61.0,2,3,44,11.9,7.5,2,8.2,26.0,0,0,0,1,0,1,0
35.0,2,0,29,3.9,6.4,1,2.8,55.0,8,0,0,13,2,1,0
57.0,2,2,39,5.1,8.0,2,8.0,34.0,6,0,0,14,0,1,0
24.0,0,3,52,10.2,7.3,2,3.0,48.0,7,1,2,8,1,1,0
61.0,1,1,35,8.5,5.9,1,9.8,18.0,4,1,0,4,4,1,0
29.0,1,0,47,2.1,4.2,0,3.4,38.0,6,0,1,0,1,1,0
57.0,0,1,28,4.9,9.3,3,0.9,3.0,1,0,0,12,0,1,0
18.0,1,3,25,11.0,7.8,2,0.1,7.0,6,1,1,1,0,1,0
41.0,1,0,22,13.2,5.9,1,4.2,33.0,0,0,0,17,2,1,0
63.0,1,0,59,5.8,8.4,2,2.4,19.0,1,1,0,2,1,1,0
23.0,1,2,59,7.0,9.2,3,5.3,30.0,8,1,1,19,3,1,0
37.0,0,1,22,4.8,5.0,1,3.4,13.0,6,0,0,8,4,1,0
45.0,0,0,39,10.5,4.1,0,5.0,28.0,1,1,2,4,4,1,0
45.0,1,0,34,9.8,8.2,2,6.1,47.0,7,0,0,7,1,1,0
46.0,0,0,35,10.9,7.5,2,5.9,52.0,7,1,1,10,2,1,0
44.0,2,3,61,11.4,7.0,2,3.3,53.0,4,1,2,3,2,1,0
39.0,0,0,33,11.2,7.0,2,2.0,26.0,4,1,2,1,2,1,0
56.0,2,1,68,3.3,6.7,1,2.8,1.0,6,2,2,19,3,0,1
40.0,2,2,35,3.6,8.7,2,1.3,30.0,6,0,0,0,1,1,0
61.0,0,0,41,12.8,5.6,1,5.5,47.0,4,0,0,14,0,1,0
61.0,1,3,66,6.4,6.6,1,6.3,56.0,4,1,0,14,2,1,0
39.0,1,0,20,10.2,9.1,3,5.0,0.0,8,0,0,4,1,1,0
65.0,2,2,29,13.1,4.9,0,8.4,48.0,0,0,0,2,0,1,0
28.0,2,3,38,10.2,9.2,3,4.1,37.0,1,0,0,18,2,1,0
20.0,0,0,25,13.0,4.3,0,6.7,53.0,1,0,0,10,0,1,0
42.0,1,1,48,7.3,8.1,2,9.4,10.0,1,0,0,13,2,1,0
41.0,1,0,34,11.5,4.4,0,5.0,19.0,7,1,1,19,2,1,0
64.0,0,3,36,9.3,4.1,0,4.5,5.0,2,1,2,6,0,1,0
30.0,2,2,23,7.1,5.6,1,8.7,0.0,4,0,0,18,0,1,0
31.0,1,3,26,13.6,6.6,1,7.3,30.0,5,1,1,7,1,1,0
19.0,1,3,23,13.9,6.8,1,7.8,14.0,7,1,0,0,3,1,0
58.0,2,2,24,6.6,5.1,1,0.7,58.0,0,0,0,8,1,1,0
61.0,0,2,66,13.9,4.4,0,9.9,11.0,8,2,2,14,0,0,1
22.0,1,1,52,13.5,9.8,3,0.0,5.0,0,1,2,0,4,1,0
32.0,2,3,44,4.4,6.6,1,1.5,30.0,0,0,0,7,4,1,0
35.0,1,1,38,6.9,4.2,0,6.4,47.0,1,0,0,5,3,1,0
41.0,0,0,26,13.5,8.8,2,5.0,37.0,4,0,0,7,1,1,0
25.0,1,0,48,3.5,7.3,2,0.8,3.0,6,2,2,0,1,0,1
46.0,0,0,55,11.4,8.1,2,6.4,10.0,4,1,1,19,2,1,0
60.0,0,1,57,3.4,8.3,2,9.2,3.0,7,1,1,2,4,1,0
35.0,2,2,55,8.0,9.8,3,8.3,21.0,8,1,2,17,3,1,0
45.0,2,0,38,8.3,5.8,1,7.6,33.0,1,0,0,18,3,1,0
48.0,1,2,56,3.8,6.0,1,1.6,60.0,8,1,1,6,4,1,0
52.0,2,0,21,8.9,7.0,2,9.3,40.0,3,0,0,13,1,1,0
44.0,0,0,53,4.5,8.7,2,2.7,45.0,0,0,0,4,0,1,0
35.0,2,2,53,3.0,6.1,1,4.7,29.0,5,0,0,17,3,1,0
20.0,1,3,50,12.2,4.7,0,6.5,49.0,5,1,2,10,0,1,0
18.0,2,1,44,6.2,5.5,1,7.9,15.0,5,1,1,9,2,1,0
33.0,0,3,70,3.0,9.6,3,6.9,55.0,1,0,0,12,4,1,0
33.0,0,0,62,9.9,8.8,2,1.6,14.0,7,1,2,1,2,1,0
45.0,1,2,21,9.4,9.5,3,4.0,5.0,8,1,1,2,0,1,0
57.0,0,0,38,5.9,9.0,3,2.1,30.0,2,0,0,8,1,1,0
31.0,1,1,39,8.0,6.9,1,5.1,48.0,7,1,1,8,4,1,0
59.0,1,1,32,4.5,7.2,2,5.8,51.0,0,0,0,6,4,1,0
18.0,0,3,67,3.0,5.6,1,8.6,2.0,6,1,2,19,2,1,0
25.0,2,0,40,7.1,4.4,0,8.9,30.0,1,0,0,9,4,1,0
22.0,0,2,29,8.5,4.9,0,7.4,44.0,6,1,0,13,0,1,0
33.0,0,2,23,13.2,6.5,1,3.3,58.0,6,0,0,17,3,1,0
23.0,1,3,51,8.8,8.0,2,3.9,16.0,2,1,0,19,3,1,0
40.0,0,0,42,10.4,5.0,1,7.4,29.0,0,1,0,18,2,1,0
35.0,0,0,48,11.4,5.3,1,3.6,9.0,2,2,2,10,4,0,1
58.0,2,1,23,4.6,7.5,2,4.1,50.0,0,0,0,16,2,1,0
49.0,2,2,48,9.9,7.6,2,9.1,55.0,3,1,0,1,1,1,0
46.0,1,2,49,6.9,7.6,2,4.7,15.0,5,1,0,15,1,1,0
31.0,0,3,37,6.8,7.3,2,5.6,30.0,2,0,0,14,4,1,0
55.0,2,0,38,6.5,9.3,3,0.4,40.0,1,0,0,2,1,1,0
37.0,2,0,69,3.7,7.2,2,3.3,56.0,6,2,2,15,2,0,1
51.0,2,1,50,6.4,9.4,3,1.6,30.0,0,0,0,0,2,1,0
41.0,1,1,70,8.9,6.4,1,7.7,38.0,4,2,2,19,1,0,1
56.0,1,2,59,7.9,5.1,1,1.1,50.0,2,1,1,17,1,1,0
42.0,0,0,27,7.8,7.2,2,1.0,52.0,7,1,0,6,4,1,0
62.0,0,1,47,8.2,4.1,0,4.1,51.0,7,1,1,10,0,1,0
21.0,1,2,53,3.4,6.1,1,3.5,2.0,0,1,1,17,3,1,0
46.0,0,0,68,10.8,9.6,3,7.4,50.0,7,1,2,3,4,1,0
56.0,0,0,61,13.3,9.3,3,1.4,43.0,0,1,0,10,1,1,0
30.0,0,2,52,11.9,4.1,0,9.3,18.0,3,1,1,1,4,1,0
20.0,0,1,68,10.3,7.3,2,8.7,14.0,2,1,2,6,2,1,0
30.0,0,3,63,7.6,5.1,1,3.6,16.0,1,1,2,15,4,1,0
63.0,2,1,42,10.2,5.5,1,1.1,56.0,4,1,0,18,1,1,0
19.0,2,0,42,9.0,4.9,0,9.3,45.0,1,0,1,6,0,1,0
57.0,2,3,35,8.8,6.4,1,0.1,22.0,5,1,1,19,4,1,0
57.0,0,2,30,12.7,8.9,2,1.0,10.0,4,1,0,12,2,1,0
31.0,0,3,38,3.6,9.4,3,1.5,23.0,8,1,1,3,3,1,0
19.0,1,2,61,4.4,4.5,0,4.3,23.0,7,1,2,8,2,1,0
37.0,1,1,70,8.8,7.5,2,0.0,3.0,4,2,2,14,0,0,1
36.0,1,2,34,13.4,5.6,1,8.8,23.0,0,0,0,17,2,1,0
54.0,1,0,44,4.0,9.7,3,0.2,42.0,4,0,0,12,3,1,0
50.0,2,2,55,10.0,5.2,1,5.6,37.0,3,1,1,16,4,1,0
57.0,1,1,20,11.3,6.6,1,4.0,10.0,2,0,0,15,4,1,0
40.0,1,3,55,11.5,9.3,3,7.4,46.0,3,1,1,7,1,1,0
62.0,0,3,70,7.1,7.9,2,2.8,30.0,4,1,1,16,1,1,0
40.0,2,0,62,10.7,6.9,1,9.7,10.0,7,1,2,6,3,1,0
27.0,2,0,39,9.0,9.6,3,9.7,15.0,5,0,0,18,1,1,0
41.0,0,1,32,4.9,9.6,3,4.3,5.0,0,0,0,14,1,1,0
25.0,1,0,67,5.9,6.9,1,4.5,53.0,3,1,1,18,0,1,0
45.0,1,1,46,3.3,5.8,1,1.1,35.0,5,1,0,4,4,1,0
20.0,0,3,58,11.2,5.3,1,9.9,43.0,5,1,2,18,4,1,0
49.0,2,2,39,13.8,9.2,3,6.2,31.0,0,0,0,3,3,1,0
60.0,2,3,51,9.3,6.2,1,8.7,48.0,5,1,0,11,3,1,0
39.0,1,1,27,2.2,7.8,2,6.4,25.0,6,0,0,7,0,1,0
52.0,2,1,62,6.8,10.0,3,0.5,36.0,4,1,0,13,2,1,0
65.0,2,0,57,3.7,7.7,2,1.5,31.0,3,1,0,19,0,1,0
37.0,2,1,49,5.7,5.2,1,5.7,12.0,6,1,0,5,1,1,0
38.0,2,1,64,3.1,4.5,0,6.6,1.0,1,1,1,12,0,1,0
63.0,2,3,37,7.1,8.3,2,4.3,25.0,4,0,0,19,3,1,0
59.0,0,3,49,8.6,8.6,2,6.1,22.0,0,1,1,19,4,1,0
42.0,1,0,21,12.6,6.8,1,9.2,8.0,5,1,1,7,1,1,0
54.0,1,0,64,6.6,8.0,2,7.0,13.0,3,1,1,9,3,1,0
57.0,0,3,40,10.7,8.2,2,5.4,57.0,2,0,0,19,2,1,0
42.0,2,0,33,3.0,4.8,0,6.2,23.0,0,0,0,10,0,1,0
46.0,2,0,56,8.0,9.8,3,0.8,56.0,6,1,2,18,3,1,0
57.0,1,1,47,10.9,6.6,1,8.2,57.0,3,1,1,16,2,1,0
51.0,1,1,60,8.0,8.2,2,5.3,58.0,8,2,1,1,1,1,0
50.0,1,2,45,9.9,7.0,1,4.2,6.0,8,1,2,3,0,1,0
41.0,2,0,51,4.2,4.7,0,0.4,31.0,8,1,2,16,1,1,0
42.0,2,3,59,11.1,7.4,2,5.5,43.0,2,1,1,1,1,1,0
41.0,0,2,58,2.9,6.4,1,2.7,16.0,3,1,2,2,3,1,0
23.0,2,3,42,12.6,7.0,0,4.6,14.0,5,2,2,0,3,0,1
62.0,2,1,28,4.7,9.3,3,5.0,27.0,7,0,0,16,0,1,0
41.0,0,2,33,11.5,4.5,0,6.8,52.0,0,0,0,3,3,1,0
23.0,0,1,59,4.0,6.0,1,2.7,20.0,7,1,2,15,1,1,0
28.0,2,2,50,11.4,6.3,1,6.1,27.0,5,1,1,9,4,1,0
50.0,0,2,34,3.6,8.0,2,5.1,27.0,5,0,0,12,2,1,0
47.0,1,0,28,5.7,6.2,1,2.1,44.0,4,0,1,9,2,1,0
63.0,2,3,69,5.2,7.9,2,4.7,27.0,0,0,1,16,3,1,0
59.0,0,0,45,8.5,5.9,1,9.6,52.0,6,0,0,10,4,1,0
51.0,1,3,53,5.7,9.3,3,6.5,3.0,2,0,0,7,4,1,0
20.0,2,3,21,8.9,9.9,3,6.6,55.0,0,0,0,9,1,1,0
19.0,0,2,24,6.8,7.0,3,2.5,9.0,2,0,0,1,2,1,0
65.0,0,1,44,10.3,6.7,1,5.5,9.0,2,0,0,5,2,1,0
35.0,2,2,21,2.9,4.2,0,9.7,19.0,4,0,0,10,4,1,0
58.0,0,3,67,4.9,8.6,2,0.5,26.0,7,1,2,15,0,1,0
49.0,2,2,52,6.7,4.2,0,5.7,32.0,1,0,0,11,0,1,0
20.0,2,2,24,9.8,6.5,1,8.8,24.0,1,0,0,10,3,1,0
25.0,2,3,64,9.0,6.3,1,6.4,21.0,3,1,0,0,3,1,0
62.0,1,2,38,5.7,7.3,2,3.8,27.0,8,1,1,6,0,1,0
46.0,2,2,44,9.7,9.2,3,4.1,25.0,3,0,0,14,3,1,0
63.0,2,2,48,13.1,4.2,0,7.8,36.0,7,1,1,9,4,1,0
46.0,2,2,55,7.0,4.7,0,4.6,1.0,8,1,2,18,4,1,0
29.0,1,1,51,10.6,4.4,0,3.2,8.0,5,2,2,4,4,0,1
52.0,1,0,29,12.6,8.0,2,9.4,40.0,5,0,0,13,1,1,0
64.0,2,3,48,5.3,9.6,3,7.0,24.0,3,0,0,11,2,1,0
27.0,0,0,37,8.0,8.5,2,0.9,51.0,2,0,0,19,0,1,0
33.0,2,3,48,11.3,9.6,3,8.1,4.0,5,1,1,1,0,1,0
56.0,2,3,22,13.0,7.0,2,3.5,40.0,3,1,0,15,4,1,0
23.0,2,2,60,6.4,5.6,1,1.8,31.0,6,1,1,4,0,1,0
50.0,2,3,54,2.4,5.9,1,6.1,38.0,1,1,1,6,3,1,0
58.0,1,0,40,12.4,8.3,2,9.6,20.0,7,1,1,8,2,1,0
27.0,2,3,31,13.6,7.4,2,5.1,36.0,5,1,1,7,2,1,0
21.0,2,1,66,6.2,5.8,1,5.0,44.0,3,2,2,19,0,0,1
22.0,2,0,58,4.5,6.3,1,6.6,10.0,8,2,2,6,3,0,1
24.0,1,1,70,12.4,4.2,0,5.0,39.0,0,1,2,14,2,1,0
22.0,1,0,41,7.5,4.6,0,9.8,33.0,3,0,0,17,0,1,0
38.0,1,2,27,9.5,5.9,1,5.4,41.0,7,0,0,7,4,1,0
30.0,0,2,43,8.1,9.7,3,7.0,42.0,7,0,0,12,1,1,0
40.0,1,2,44,3.2,5.3,1,7.8,13.0,1,0,0,14,0,1,0
31.0,0,2,24,5.1,9.2,3,5.0,42.0,5,0,0,17,4,1,0
44.0,1,1,43,10.3,7.7,2,7.3,37.0,3,0,1,9,0,1,0
59.0,2,2,58,3.2,4.7,0,7.9,47.0,2,0,0,17,4,1,0
36.0,2,0,39,3.8,5.4,1,4.6,38.0,2,0,0,18,3,1,0
58.0,2,3,70,9.9,5.1,1,7.1,9.0,1,2,2,10,3,0,1
48.0,1,0,55,7.8,5.9,1,1.9,47.0,1,1,0,15,4,1,0
34.0,1,0,33,9.3,8.3,2,6.5,41.0,2,0,0,12,2,1,0
34.0,0,1,43,12.3,6.2,1,1.0,37.0,4,2,2,0,1,0,1
42.0,1,1,30,2.6,6.5,1,7.2,51.0,5,0,0,12,4,1,0
57.0,1,2,33,4.8,6.3,1,5.5,7.0,3,0,0,4,4,1,0
61.0,2,3,63,7.4,7.5,2,9.4,31.0,2,0,0,14,1,1,0
47.0,1,0,42,5.9,7.6,2,3.1,23.0,3,1,1,4,2,1,0
43.0,1,1,43,9.0,8.1,2,2.6,43.0,0,0,0,12,2,1,0
62.0,0,3,42,10.4,9.4,3,5.3,30.0,3,0,0,3,1,1,0
54.0,1,2,44,5.0,8.4,2,5.0,11.0,4,1,1,5,2,1,0
33.0,1,3,70,10.3,7.6,2,1.1,44.0,4,2,2,11,2,0,1
36.0,2,2,53,9.7,5.6,1,0.7,6.0,8,2,2,15,1,0,1
30.0,0,1,66,3.4,5.6,1,4.7,20.0,4,1,0,14,1,1,0
49.0,2,2,69,8.9,7.1,2,8.9,0.0,2,2,2,16,4,0,1
41.0,1,0,38,10.1,7.0,2,0.4,54.0,2,0,0,16,0,1,0
27.0,1,1,61,5.4,5.4,1,2.3,8.0,1,1,1,11,2,1,0
64.0,1,3,61,4.8,8.6,2,2.4,56.0,6,1,1,1,3,1,0
27.0,2,3,48,10.0,9.9,3,6.7,38.0,6,1,0,9,2,1,0
21.0,2,2,69,8.1,9.3,3,7.6,58.0,7,1,1,12,3,1,0
27.0,1,2,58,8.5,5.0,1,0.1,38.0,3,2,2,18,4,0,1
44.0,0,0,69,5.1,8.8,2,4.3,51.0,6,1,2,1,2,1,0
24.0,2,2,23,12.8,4.5,0,0.2,25.0,2,1,1,10,2,1,0
46.0,0,1,64,6.2,5.4,1,5.8,57.0,0,1,1,4,1,1,0
65.0,1,2,41,5.9,8.0,2,4.6,32.0,6,0,0,12,4,1,0
19.0,0,3,50,9.4,6.5,1,0.1,25.0,6,2,2,3,1,0,1
32.0,0,3,53,6.9,8.6,2,3.2,0.0,6,1,1,15,2,1,0
29.0,2,0,45,8.9,10.0,3,3.4,39.0,6,1,1,5,4,1,0
44.0,2,1,45,11.7,9.4,3,5.8,5.0,8,2,1,0,1,0,1
31.0,0,2,24,5.0,5.0,1,6.7,38.0,4,0,0,16,3,1,0
62.0,1,2,55,2.0,7.0,2,2.1,26.0,4,1,1,10,4,1,0
59.0,1,2,39,13.6,8.4,2,2.5,27.0,1,1,0,1,1,1,0
20.0,0,0,59,6.4,7.1,2,5.4,30.0,0,0,0,6,4,1,0
24.0,0,2,49,13.5,6.2,1,4.8,27.0,1,1,0,0,1,1,0
29.0,0,0,68,5.0,6.0,1,7.9,1.0,2,2,2,19,4,0,1
36.0,1,0,29,13.4,6.6,1,4.8,14.0,0,1,1,18,0,1,0
24.0,2,0,58,2.9,9.2,3,4.8,41.0,1,0,0,17,4,1,0
58.0,0,2,46,11.5,6.5,1,2.5,4.0,3,1,1,10,2,1,0
58.0,0,3,60,7.0,9.1,3,1.1,11.0,7,1,1,9,0,1,0
40.0,2,1,46,6.4,9.4,3,9.0,46.0,2,0,0,11,3,1,0
20.0,2,1,49,5.6,6.9,1,8.2,25.0,0,0,0,17,3,1,0
41.0,0,1,63,5.0,6.3,1,4.5,27.0,4,1,2,10,2,1,0
27.0,2,0,22,5.6,7.3,2,9.9,43.0,2,0,0,6,2,1,0
22.0,0,1,60,3.1,5.8,1,2.2,48.0,4,1,1,4,2,1,0
37.0,0,0,56,7.9,4.9,0,9.1,43.0,3,0,0,4,4,1,0
64.0,2,3,56,10.7,6.1,1,5.0,31.0,3,1,2,3,1,1,0
59.0,1,1,53,13.4,7.4,2,2.8,29.0,0,1,1,6,4,1,0
34.0,0,2,64,13.8,7.0,2,6.7,39.0,7,2,2,2,0,0,1
55.0,1,2,42,7.0,9.8,3,3.8,29.0,1,0,0,18,3,1,0
21.0,2,1,44,5.2,10.0,3,1.9,40.0,2,0,0,1,2,1,0
34.0,2,2,66,8.0,4.9,0,5.7,43.0,7,2,2,10,0,0,1
40.0,0,0,41,12.4,5.5,1,0.9,49.0,0,0,0,11,4,1,0
25.0,2,2,49,5.3,8.2,2,9.1,0.0,1,1,0,6,0,1,0
34.0,0,3,39,4.1,6.9,1,3.9,25.0,0,0,0,0,3,1,0
64.0,0,3,25,9.2,7.4,2,0.8,59.0,1,0,0,19,1,1,0
28.0,2,0,35,8.4,6.0,1,8.7,8.0,3,0,0,18,1,1,0
56.0,2,0,49,3.4,6.3,1,0.1,39.0,4,1,0,18,2,1,0
31.0,0,1,29,13.0,4.6,0,7.2,18.0,6,1,1,13,1,1,0
35.0,0,2,21,8.6,8.7,2,1.8,3.0,3,0,0,18,3,1,0
35.0,0,1,42,4.5,7.8,2,8.4,27.0,0,0,0,16,0,1,0
46.0,2,2,42,6.6,7.5,2,9.6,34.0,8,0,0,2,3,1,0
52.0,1,3,43,6.2,9.5,3,6.1,6.0,8,0,0,3,1,1,0
31.0,0,3,54,10.4,6.9,1,3.5,18.0,1,1,0,14,3,1,0
36.0,2,0,70,12.3,9.9,3,0.1,18.0,7,2,2,3,4,0,1
54.0,2,1,20,12.1,9.2,3,5.8,52.0,2,0,0,11,4,1,0
33.0,1,2,20,4.1,5.5,1,7.8,38.0,8,0,0,0,3,1,0
42.0,2,3,36,7.2,7.8,2,9.4,3.0,3,1,1,4,3,1,0
46.0,0,0,56,9.2,6.1,1,6.7,19.0,8,1,1,13,2,1,0
47.0,2,3,23,8.6,6.8,1,5.0,54.0,3,0,0,3,4,1,0
19.0,1,0,66,10.8,5.7,1,3.2,15.0,8,2,2,10,1,0,1
28.0,1,0,42,9.3,9.3,3,2.8,25.0,5,1,1,18,4,1,0
63.0,2,2,55,8.5,7.4,2,7.6,34.0,7,1,2,1,2,1,0
49.0,0,1,53,9.2,4.9,0,8.2,56.0,8,1,1,17,4,1,0
18.0,2,1,22,4.1,5.7,1,9.3,15.0,2,0,0,18,2,1,0
21.0,1,2,40,10.7,5.8,1,3.1,26.0,7,1,1,6,3,1,0
36.0,1,0,33,7.6,9.2,3,9.2,36.0,7,0,0,8,2,1,0
57.0,0,3,43,10.5,4.9,0,6.6,57.0,5,1,1,12,0,1,0
50.0,0,1,68,7.7,4.1,0,0.9,52.0,2,1,1,10,0,1,0
51.0,2,2,33,12.9,9.7,3,8.6,53.0,2,0,0,19,0,1,0
45.0,0,1,43,3.1,6.7,1,5.0,16.0,2,1,0,1,2,1,0
40.0,2,2,47,5.6,8.0,2,5.8,55.0,6,0,0,2,0,1,0
65.0,2,0,25,7.8,4.9,0,8.1,41.0,0,0,0,1,4,1,0
53.0,0,2,38,12.0,6.7,1,1.0,48.0,8,1,1,11,3,1,0
50.0,1,3,22,4.1,6.0,1,5.0,60.0,0,0,0,9,1,1,0
39.0,2,2,21,9.0,4.6,0,7.6,42.0,3,0,0,19,4,1,0
21.0,0,0,30,4.2,5.0,1,4.7,18.0,1,0,0,16,1,1,0
61.0,1,3,30,4.9,9.4,3,8.0,46.0,4,0,0,1,2,1,0
33.0,2,3,66,5.6,8.0,2,8.3,11.0,4,1,1,16,1,1,0
41.0,0,3,49,10.9,7.9,2,7.7,19.0,0,0,0,16,0,1,0
41.0,1,0,46,10.8,4.8,0,9.9,55.0,0,1,0,15,3,1,0
55.0,1,3,31,8.5,9.9,3,4.3,22.0,0,0,0,6,4,1,0
61.0,2,2,27,8.5,4.7,0,5.6,40.0,3,0,0,10,3,1,0
61.0,1,1,66,13.6,8.3,2,3.9,33.0,5,2,2,6,3,0,1
31.0,0,2,60,8.2,9.9,3,8.3,52.0,0,0,0,2,1,1,0
38.0,1,0,63,9.6,8.8,2,5.3,33.0,8,1,1,16,4,1,0
21.0,1,0,25,12.5,9.2,3,0.9,48.0,2,0,0,11,4,1,0
64.0,2,0,23,3.4,6.5,1,5.5,47.0,6,0,0,19,3,1,0
20.0,0,2,35,11.6,5.3,1,5.6,12.0,7,1,0,12,1,1,0
19.0,0,1,24,13.9,6.7,1,5.2,58.0,7,1,0,2,0,1,0
36.0,2,1,51,9.9,4.5,0,6.4,3.0,8,2,2,4,1,0,1
29.0,2,0,43,11.1,9.7,3,0.7,52.0,8,1,1,4,3,1,0
57.0,0,3,23,8.0,7.2,2,3.8,59.0,8,0,0,16,0,1,0
35.0,2,2,26,7.9,6.6,1,8.9,59.0,3,0,0,19,1,1,0
51.0,1,2,61,2.9,7.7,2,2.7,46.0,5,1,1,18,3,1,0
19.0,0,0,55,6.7,7.8,2,5.2,52.0,7,1,1,0,0,1,0
44.0,1,3,53,8.2,4.2,0,6.7,58.0,7,1,2,7,1,1,0
26.0,0,2,57,6.7,4.6,0,5.0,54.0,6,1,0,17,0,1,0
54.0,2,1,32,10.8,7.5,2,4.5,20.0,7,1,1,13,1,1,0
51.0,0,3,23,11.1,4.1,0,1.7,43.0,4,1,0,18,1,1,0
26.0,0,1,69,6.7,6.0,1,9.7,20.0,3,2,1,13,0,0,1
26.0,0,1,52,12.6,8.2,2,4.0,35.0,7,1,2,19,3,1,0
53.0,1,2,64,6.7,4.2,0,7.1,49.0,2,1,1,16,3,1,0
48.0,0,0,64,11.5,6.8,1,1.4,21.0,5,2,2,8,3,0,1
58.0,0,3,33,7.1,7.8,2,4.7,40.0,4,0,0,13,0,1,0
56.0,2,1,70,2.5,5.9,1,5.3,31.0,7,2,2,12,1,0,1
21.0,2,2,69,7.7,5.7,1,5.0,6.0,8,2,2,11,3,0,1
53.0,0,3,53,2.3,6.6,1,5.3,12.0,3,0,0,10,1,1,0
34.0,0,3,37,5.1,7.8,2,0.9,20.0,7,1,2,18,2,1,0
65.0,1,0,64,9.2,4.6,0,5.9,28.0,0,1,2,19,2,1,0
44.0,1,3,55,13.9,6.2,1,0.2,1.0,0,1,2,19,4,1,0
18.0,1,3,23,7.5,8.7,2,3.9,17.0,7,0,0,0,3,1,0
25.0,1,1,55,10.9,7.8,2,0.5,31.0,0,2,2,17,3,0,1
26.0,0,1,53,2.3,7.8,2,9.1,31.0,7,1,1,14,4,1,0
50.0,1,0,43,7.2,8.3,2,4.0,25.0,1,1,1,16,3,1,0
65.0,1,0,44,13.3,6.4,1,5.9,24.0,2,1,1,8,0,1,0
59.0,0,1,22,2.7,6.3,1,4.2,48.0,3,0,0,19,1,1,0
35.0,0,1,57,7.7,4.4,0,0.5,10.0,8,2,2,3,2,0,1
38.0,2,1,40,12.7,6.4,1,5.5,1.0,5,2,2,1,2,0,1
40.0,1,3,69,6.8,6.7,1,5.9,58.0,2,0,0,12,2,1,0
48.0,1,3,40,7.8,7.8,2,0.5,37.0,5,0,0,5,0,1,0
30.0,0,2,21,4.6,7.1,2,4.8,8.0,7,0,0,0,2,1,0
58.0,2,1,68,2.1,5.9,1,3.5,50.0,3,1,1,15,0,1,0
60.0,1,1,49,10.7,6.5,1,5.3,19.0,8,1,2,15,4,1,0
56.0,0,2,60,5.2,4.1,0,7.2,38.0,3,0,0,0,4,1,0
34.0,2,3,61,2.1,6.9,1,1.7,57.0,4,1,2,6,3,1,0
64.0,0,1,51,10.0,5.0,1,1.7,56.0,7,2,2,8,4,0,1
23.0,2,2,59,12.5,8.0,2,5.9,27.0,3,1,2,8,3,1,0
41.0,0,2,64,10.5,8.2,2,8.5,48.0,6,2,2,17,1,0,1
21.0,0,1,67,3.8,6.8,1,2.9,12.0,3,2,2,5,3,0,1
59.0,0,2,48,5.8,7.0,3,5.0,31.0,7,0,0,6,2,1,0
18.0,2,0,46,8.9,8.0,2,5.0,12.0,5,1,0,9,1,1,0
59.0,0,0,36,12.2,5.7,1,8.6,1.0,7,2,1,17,3,1,0
34.0,0,2,68,5.8,4.3,0,2.8,57.0,8,2,2,15,0,0,1
25.0,0,2,67,2.9,6.2,1,3.8,30.0,0,1,0,18,1,1,0
44.0,1,1,62,5.9,7.1,2,7.2,48.0,6,1,1,1,2,1,0
51.0,0,0,40,3.4,9.1,3,2.4,27.0,6,0,0,15,3,1,0
28.0,0,1,45,7.6,5.5,1,9.5,59.0,6,1,1,16,3,1,0
53.0,0,1,68,3.0,5.1,1,6.1,28.0,5,2,1,5,4,0,1
49.0,2,2,47,9.9,5.9,1,0.7,58.0,1,1,1,6,0,1,0
58.0,2,0,65,6.6,8.3,2,1.5,30.0,1,1,0,5,4,1,0
60.0,0,0,66,8.0,9.9,3,1.8,0.0,5,2,2,8,0,0,1
20.0,1,1,57,6.0,7.9,2,2.5,14.0,1,1,0,13,0,1,0
57.0,1,1,65,7.7,5.8,1,0.0,37.0,1,2,2,15,2,0,1
18.0,0,2,56,9.8,4.0,0,4.4,27.0,6,2,2,13,0,0,1
18.0,1,2,61,11.7,4.6,0,5.1,19.0,7,2,2,19,4,0,1
34.0,0,1,50,3.1,7.6,2,4.1,49.0,7,1,0,7,3,1,0
49.0,0,1,69,6.8,4.7,0,4.8,51.0,7,1,2,12,2,1,0
21.0,1,3,47,9.6,6.9,1,5.0,37.0,0,0,0,6,0,1,0
49.0,2,0,21,9.0,5.3,1,0.6,19.0,0,0,0,10,0,1,0
50.0,2,3,22,8.9,4.6,0,7.8,26.0,3,0,0,13,0,1,0
50.0,0,3,54,10.9,4.4,0,0.4,33.0,6,2,2,10,0,0,1
21.0,0,1,33,11.6,4.8,0,0.3,37.0,6,1,1,1,2,1,0
48.0,0,1,62,9.9,4.7,0,5.4,14.0,2,2,2,5,1,0,1
55.0,2,2,34,12.0,6.5,1,4.3,57.0,0,1,1,4,3,1,0
52.0,1,2,36,5.2,9.4,3,4.6,52.0,8,0,0,10,0,1,0
