Age,Gender,Employment_Status,Work_Hours_Per_Week,Screen_Time_Hours,Sleep_Hours,Sleep_Quality,Physical_Activity_Hours,Meditation_Minutes,Coffee_Cups_Per_Day,Stress_Level,Chronic_Stress,Burnout_Risk,Burnout_Score,Productivity_Score,Mental_Health_Status
48.0,Male,Self-Employed,28,7.5,5.6,Average,1.3,40.0,7,Low,No,Low,26,60.0,Healthy
59.0,Other,Student,69,4.5,6.2,Average,8.7,57.0,7,Moderate,No,Moderate,52,34.0,Needs Attention
23.0,Female,Unemployed,30,12.3,6.8,Average,2.2,42.0,8,Moderate,No,Moderate,42,56.0,Needs Attention
45.0,Male,Student,55,4.9,4.3,Poor,7.9,3.0,5,Moderate,No,Moderate,45,63.0,Needs Attention
42.0,Other,Unemployed,50,11.9,9.6,Excellent,7.3,0.0,7,Moderate,No,High,74,49.0,Critical
58.0,Other,Employed,53,4.9,6.9,Average,8.8,50.0,3,Low,No,Low,2,75.0,Healthy
39.0,Male,Unemployed,67,6.9,8.9,Good,2.6,50.0,7,High,Yes,High,90,19.0,Critical
28.0,Other,Employed,48,4.8,7.8,Good,5.6,17.0,2,Low,No,Low,7,95.0,Healthy
39.0,Female,Unemployed,52,2.1,7.4,Good,7.4,9.0,2,Low,No,Low,24,68.0,Healthy
32.0,Other,Employed,59,9.3,6.5,Average,5.2,46.0,5,Moderate,No,Moderate,45,43.0,Needs Attention
45.0,Other,Unemployed,31,5.4,6.6,Average,2.3,14.0,4,Low,No,Low,39,50.0,Healthy
48.0,Other,Employed,49,7.8,8.8,Good,7.8,26.0,7,Moderate,No,Low,34,62.0,Healthy
52.0,Male,Student,43,9.0,9.8,Excellent,8.3,27.0,8,Moderate,No,Moderate,45,51.0,Needs Attention
60.0,Male,Self-Employed,63,9.0,4.5,Poor,0.1,46.0,2,High,Yes,High,84,26.0,Critical
48.0,Other,Employed,62,10.6,6.4,Average,4.3,46.0,1,Moderate,No,Moderate,61,64.0,Needs Attention
42.0,Female,Unemployed,65,,8.4,Good,,9.0,5,High,Yes,High,93,23.0,Critical
33.0,Male,Student,34,5.7,4.4,Poor,4.7,37.0,0,Low,No,Low,16,58.0,Healthy
29.0,Other,Unemployed,24,12.5,7.3,Good,0.7,48.0,4,Moderate,No,Moderate,49,66.0,Needs Attention
22.0,Female,Unemployed,21,6.3,8.3,Good,2.9,3.0,8,Low,No,Low,10,86.0,Healthy
37.0,Male,Self-Employed,23,2.8,7.7,Good,4.7,32.0,8,Low,No,Low,7,70.0,Healthy
56.0,Other,Unemployed,66,4.8,8.6,Good,6.9,39.0,6,Moderate,No,Moderate,45,55.0,Needs Attention
62.0,Female,Self-Employed,51,10.3,6.2,Average,3.4,59.0,2,Moderate,No,Low,32,61.0,Healthy
65.0,Female,Employed,20,11.8,6.5,Average,5.2,58.0,8,Low,No,Low,18,79.0,Healthy
24.0,Female,Self-Employed,39,7.8,6.9,Average,8.4,30.0,3,Low,No,Low,12,92.0,Healthy
37.0,Female,Student,55,13.6,6.0,Average,5.0,25.0,6,High,Yes,High,73,0.0,Critical
21.0,Male,Unemployed,52,10.8,7.3,Good,3.9,30.0,8,Moderate,No,Moderate,41,32.0,Needs Attention
53.0,Female,Student,69,7.0,,Good,7.0,38.0,6,Moderate,No,Moderate,46,55.0,Needs Attention
49.0,Female,Student,67,4.5,8.1,Good,8.5,54.0,7,Moderate,No,Moderate,54,70.0,Needs Attention
61.0,Male,Self-Employed,28,3.7,5.5,Average,0.8,52.0,0,Low,No,Low,0,95.0,Healthy
42.0,Male,Self-Employed,47,9.8,4.5,Poor,4.3,10.0,4,Moderate,No,Low,30,50.0,Healthy
22.0,Female,Self-Employed,38,12.5,5.2,Average,7.1,35.0,1,Moderate,No,High,65,37.0,Critical
19.0,Female,Self-Employed,47,11.2,7.2,Good,4.2,59.0,7,Moderate,No,Low,34,64.0,Healthy
47.0,Male,Employed,47,10.4,5.8,Average,1.7,52.0,2,Moderate,No,Low,25,63.0,Healthy
51.0,Male,Employed,67,,5.7,Average,2.5,0.0,0,High,Yes,High,76,0.0,Critical
40.0,Female,Unemployed,38,14.0,6.6,Average,2.2,21.0,6,High,Yes,High,93,17.0,Critical
58.0,Male,Student,62,5.8,7.7,Good,8.9,38.0,1,Low,No,Low,23,69.0,Healthy
33.0,Other,Employed,57,13.6,5.6,Average,9.5,57.0,1,Moderate,No,Moderate,52,36.0,Needs Attention
20.0,Other,Employed,57,5.8,4.9,Poor,4.0,39.0,6,Moderate,No,Moderate,55,53.0,Needs Attention
64.0,Female,Employed,32,10.4,8.9,Good,0.1,43.0,3,Low,No,Low,16,87.0,Healthy
40.0,Male,Self-Employed,42,6.8,4.9,Poor,1.3,,1,Moderate,No,Moderate,61,52.0,Needs Attention
51.0,Female,Unemployed,57,5.4,8.0,Good,7.4,40.0,6,Moderate,No,Moderate,57,51.0,Needs Attention
63.0,Female,Student,48,2.1,5.2,Average,1.5,11.0,2,Moderate,No,Moderate,45,54.0,Needs Attention
18.0,Male,Employed,51,6.8,6.6,Average,5.6,16.0,4,Moderate,No,Moderate,52,56.0,Needs Attention
47.0,Female,Employed,31,7.9,7.8,Good,8.4,41.0,4,Low,No,Low,29,71.0,Healthy
51.0,Male,Employed,41,6.8,8.7,Good,7.8,16.0,0,Low,No,Low,8,78.0,Healthy
36.0,Male,Student,23,8.4,7.7,Good,4.6,37.0,6,Low,No,Low,27,99.0,Healthy
41.0,Female,Employed,70,8.2,6.5,Average,9.5,15.0,5,High,Yes,High,87,4.0,Critical
59.0,Male,Student,51,11.4,,Excellent,1.9,31.0,3,Moderate,No,Moderate,50,16.0,Needs Attention
35.0,Female,Employed,45,2.1,8.6,Good,2.1,41.0,7,Low,No,Low,12,97.0,Healthy
54.0,Male,Self-Employed,61,7.4,5.8,Average,0.1,24.0,8,High,Yes,High,100,0.0,Critical
64.0,Female,Unemployed,33,7.3,9.2,Excellent,0.5,46.0,0,Low,No,Low,13,100.0,Healthy
28.0,Female,Student,43,8.6,5.7,Average,7.3,10.0,5,Moderate,No,High,79,33.0,Critical
27.0,Female,Student,37,2.3,9.5,Excellent,5.2,25.0,8,Low,No,Low,3,100.0,Healthy
22.0,Other,Unemployed,70,13.2,6.2,Average,3.7,3.0,7,High,Yes,High,100,4.0,Critical
21.0,Male,Self-Employed,68,5.2,7.1,Good,4.2,32.0,8,Moderate,No,High,72,38.0,Critical
35.0,Male,Self-Employed,55,10.2,9.5,Excellent,7.5,40.0,7,Moderate,No,Moderate,47,57.0,Needs Attention
50.0,Male,Unemployed,47,7.4,8.0,Good,0.6,0.0,5,Moderate,No,Moderate,64,38.0,Critical
46.0,Other,Unemployed,37,9.1,7.6,Good,0.4,7.0,8,Moderate,No,Moderate,58,37.0,Needs Attention
27.0,Other,Unemployed,54,13.5,8.2,Good,6.7,14.0,7,High,Yes,High,82,12.0,Critical
27.0,Other,Student,44,5.5,9.5,Excellent,0.6,60.0,6,Low,No,Low,8,70.0,Healthy
60.0,Female,Student,70,13.0,9.3,Excellent,0.3,24.0,7,High,Yes,High,90,5.0,Critical
64.0,Male,Employed,46,8.6,9.7,Excellent,4.5,23.0,7,Moderate,No,Low,29,69.0,Healthy
42.0,Male,Unemployed,54,13.7,4.5,Poor,1.4,2.0,7,High,Yes,High,98,14.0,Critical
43.0,Male,Unemployed,63,13.2,,Good,7.2,59.0,3,Moderate,No,High,71,,Critical
58.0,Other,Unemployed,24,12.1,4.1,Poor,0.7,47.0,0,Moderate,No,Low,34,73.0,Healthy
62.0,Other,Self-Employed,62,9.8,9.5,Excellent,1.4,0.0,2,Moderate,No,High,74,32.0,Critical
63.0,Female,Unemployed,30,12.9,9.2,Excellent,7.1,,8,Moderate,No,Low,38,61.0,Healthy
23.0,Other,Self-Employed,61,2.2,8.2,Good,9.4,10.0,3,Moderate,No,Low,27,46.0,Healthy
42.0,Male,Student,58,4.0,8.4,Good,9.0,42.0,2,Low,No,Low,5,82.0,Healthy
34.0,Female,Self-Employed,36,12.3,8.6,Good,4.2,38.0,2,Low,No,Low,13,96.0,Healthy
38.0,Female,Self-Employed,22,3.0,7.0,Good,3.1,22.0,3,Low,No,Low,4,100.0,Healthy
43.0,Other,Student,36,13.9,5.2,Average,1.2,4.0,4,High,Yes,High,84,4.0,Critical
35.0,Female,Employed,61,11.1,4.8,Poor,8.7,40.0,0,High,Yes,Moderate,62,28.0,Needs Attention
25.0,Female,Student,69,2.0,7.2,Good,6.2,16.0,5,Moderate,No,Moderate,58,41.0,Needs Attention
57.0,Other,Self-Employed,29,7.6,6.2,Average,1.0,43.0,8,Low,No,Low,8,79.0,Healthy
25.0,Other,Student,52,4.2,5.0,Average,9.6,23.0,7,Moderate,No,Moderate,42,65.0,Needs Attention
42.0,Female,Unemployed,69,12.8,4.5,Poor,6.7,1.0,2,High,Yes,High,80,14.0,Critical
61.0,Male,Student,44,10.6,6.6,Average,8.2,59.0,7,Moderate,No,Moderate,41,55.0,Needs Attention
55.0,Male,Unemployed,38,13.9,6.5,Average,1.9,33.0,6,Moderate,No,High,65,23.0,Critical
51.0,Other,Student,33,8.1,6.5,Average,3.1,46.0,1,Low,No,Moderate,49,68.0,Needs Attention
42.0,Other,Employed,40,10.2,7.9,Good,3.9,19.0,5,Moderate,No,Low,34,64.0,Healthy
31.0,Male,Employed,24,12.1,6.6,Average,0.3,31.0,5,Low,No,Low,39,78.0,Healthy
25.0,Male,Unemployed,28,4.0,6.8,Average,2.5,14.0,5,Moderate,No,Moderate,45,74.0,Needs Attention
38.0,Female,Unemployed,58,9.5,6.4,Average,1.2,22.0,2,Moderate,No,Moderate,63,36.0,Needs Attention
53.0,Other,Unemployed,27,2.8,5.2,Average,4.7,,3,Low,No,Low,7,95.0,Healthy
52.0,Female,Student,28,10.3,10.0,Excellent,2.7,13.0,7,Moderate,No,High,70,53.0,Critical
36.0,Female,Unemployed,36,10.1,9.1,Excellent,2.7,34.0,5,Moderate,No,Low,38,41.0,Healthy
32.0,Other,Self-Employed,60,4.3,9.1,Excellent,5.4,10.0,8,High,Yes,High,86,39.0,Critical
39.0,Female,Self-Employed,45,3.5,8.5,Good,8.1,20.0,6,Low,No,Low,0,100.0,Healthy
40.0,Other,Student,65,6.2,7.0,Good,3.7,29.0,7,Moderate,No,Moderate,45,57.0,Needs Attention
53.0,Female,Unemployed,49,9.7,7.1,Good,2.1,21.0,3,Moderate,No,Moderate,62,38.0,Needs Attention
50.0,Female,Unemployed,70,3.7,7.0,Good,8.1,8.0,2,Moderate,No,Moderate,51,31.0,Needs Attention
23.0,Male,Student,53,13.9,4.2,Poor,8.4,42.0,1,Moderate,No,Low,33,60.0,Healthy
63.0,Other,Employed,36,12.1,6.8,Average,9.7,24.0,7,Moderate,No,Low,38,64.0,Healthy
21.0,Other,Self-Employed,64,3.5,9.2,Excellent,3.7,25.0,8,Moderate,No,Moderate,59,21.0,Critical
39.0,Other,Student,53,8.7,5.2,Average,8.5,14.0,4,Moderate,No,High,76,43.0,Critical
40.0,Female,Self-Employed,53,11.4,8.5,Good,8.0,23.0,0,Low,No,Low,3,83.0,Healthy
51.0,Female,Employed,42,4.4,7.0,Good,9.1,34.0,6,Moderate,No,Low,28,60.0,Healthy
27.0,Male,Unemployed,69,4.3,8.7,Good,8.0,35.0,3,Low,No,Low,19,79.0,Healthy
24.0,Female,Unemployed,34,7.5,6.8,Average,7.4,17.0,3,Moderate,No,Moderate,45,79.0,Needs Attention
43.0,Other,Unemployed,43,9.5,4.7,Poor,4.3,13.0,2,Moderate,No,Moderate,57,44.0,Needs Attention
56.0,Other,Student,44,3.7,9.8,Excellent,7.2,,8,Low,No,Low,13,85.0,Healthy
63.0,Male,Unemployed,41,5.0,4.8,Poor,1.0,37.0,6,Low,No,Low,15,65.0,Healthy
38.0,Male,Self-Employed,45,4.9,6.7,Average,4.4,32.0,5,Low,No,Low,36,85.0,Healthy
34.0,Other,Self-Employed,70,7.7,5.3,Average,0.0,23.0,3,High,Yes,High,79,2.0,Critical
34.0,Male,Employed,56,11.4,4.5,Poor,5.9,44.0,7,Moderate,No,High,70,21.0,Critical
59.0,Female,Student,22,,8.8,Good,0.9,4.0,1,Low,No,Moderate,41,73.0,Needs Attention
23.0,Other,Self-Employed,35,10.6,4.8,Poor,5.0,8.0,4,Moderate,No,High,68,32.0,Critical
19.0,Female,Unemployed,61,7.1,5.1,Average,3.4,2.0,6,High,Yes,High,88,3.0,Critical
65.0,Female,Unemployed,27,5.8,5.3,Average,6.9,4.0,7,Low,No,Low,33,77.0,Healthy
55.0,Female,Employed,50,2.9,4.6,Poor,9.2,42.0,2,Moderate,No,Moderate,48,54.0,Needs Attention
65.0,Male,Self-Employed,63,5.6,6.5,Average,2.2,2.0,7,High,Yes,High,89,0.0,Critical
32.0,Female,Employed,52,12.7,5.0,Average,3.7,55.0,5,Moderate,No,Moderate,57,42.0,Needs Attention
51.0,Other,Student,65,9.8,4.3,Poor,8.4,19.0,5,High,Yes,High,80,0.0,Critical
33.0,Female,Unemployed,55,4.2,5.1,Average,4.4,3.0,1,Moderate,No,Moderate,51,36.0,Needs Attention
56.0,Male,Unemployed,42,7.1,4.6,Poor,7.7,5.0,4,Moderate,No,Moderate,49,32.0,Needs Attention
53.0,Female,Self-Employed,40,3.1,9.2,Excellent,8.0,18.0,2,Low,No,Low,6,89.0,Healthy
38.0,Male,Unemployed,43,4.0,,Poor,0.9,16.0,0,Low,No,Low,12,71.0,Healthy
56.0,Other,Self-Employed,44,5.7,5.0,Average,7.7,55.0,3,Moderate,No,Low,22,62.0,Healthy
48.0,Female,Employed,34,8.2,8.9,Good,2.0,32.0,3,Low,No,Low,12,90.0,Healthy
30.0,Male,Employed,47,5.7,6.1,Average,0.8,17.0,2,Low,No,Low,37,81.0,Healthy
41.0,Male,Self-Employed,37,7.0,7.9,Good,0.3,58.0,4,Low,No,Low,22,87.0,Healthy
38.0,Male,Self-Employed,30,10.4,8.7,Good,4.2,6.0,7,Moderate,No,Moderate,51,52.0,Needs Attention
34.0,Other,Self-Employed,52,12.5,9.3,Excellent,9.2,,1,Moderate,No,Moderate,44,55.0,Needs Attention
26.0,Female,Employed,49,10.5,5.6,Average,9.8,48.0,6,Low,No,Low,17,66.0,Healthy
55.0,Other,Unemployed,24,2.5,4.9,Poor,7.0,1.0,2,Low,No,Low,15,85.0,Healthy
27.0,Other,Student,47,5.7,9.2,Excellent,2.2,39.0,4,Low,No,Low,27,76.0,Healthy
18.0,Other,Employed,39,10.2,9.2,Excellent,3.9,0.0,6,Moderate,No,High,69,26.0,Critical
31.0,Other,Student,66,7.0,9.7,Excellent,4.6,59.0,7,Moderate,No,Moderate,50,51.0,Needs Attention
21.0,Other,Unemployed,32,12.6,9.6,Excellent,2.7,9.0,2,Low,No,Low,31,58.0,Healthy
26.0,Male,Self-Employed,48,11.9,7.7,Good,4.3,30.0,4,Moderate,No,High,65,50.0,Critical
31.0,Male,Unemployed,42,7.4,6.9,Average,3.3,42.0,6,Moderate,No,Moderate,61,35.0,Needs Attention
58.0,Female,Student,48,3.1,9.5,Excellent,9.0,11.0,1,Low,No,Low,0,100.0,Healthy
49.0,Female,Employed,37,8.0,5.5,Average,3.8,11.0,3,Moderate,No,Low,25,64.0,Healthy
47.0,Female,Unemployed,30,9.4,9.7,Excellent,0.9,28.0,3,Low,No,Low,24,75.0,Healthy
47.0,Male,Unemployed,50,2.8,8.6,Good,2.3,6.0,6,Moderate,No,Moderate,61,38.0,Needs Attention
33.0,Female,Self-Employed,40,12.4,9.6,Excellent,8.7,3.0,8,Moderate,No,Low,38,61.0,Healthy
59.0,Female,Employed,26,12.1,,Poor,8.0,32.0,0,Low,No,Low,9,89.0,Healthy
36.0,Male,Student,42,7.4,6.4,Average,6.6,56.0,5,Moderate,No,Low,35,64.0,Healthy
34.0,Male,Unemployed,34,7.2,8.1,Good,1.6,19.0,7,Moderate,No,High,71,41.0,Critical
54.0,Other,Unemployed,41,11.6,6.6,Average,0.5,45.0,1,Moderate,No,Moderate,50,45.0,Needs Attention
21.0,Female,Student,36,,7.6,Good,9.8,53.0,5,Low,No,Low,4,100.0,Healthy
64.0,Male,Unemployed,48,7.5,9.8,Excellent,9.7,51.0,7,Moderate,No,Moderate,45,48.0,Needs Attention
27.0,Male,Employed,37,8.4,4.7,Poor,1.6,52.0,4,Moderate,No,Moderate,57,52.0,Needs Attention
45.0,Other,Employed,30,13.5,4.4,Poor,6.3,10.0,0,Moderate,No,High,67,50.0,Critical
30.0,Female,Employed,37,2.5,9.2,Excellent,2.3,32.0,0,Low,No,Low,7,94.0,Healthy
65.0,Male,Self-Employed,51,11.0,9.3,Excellent,7.3,45.0,8,Low,No,Low,39,72.0,Healthy
29.0,Other,Unemployed,62,10.5,8.9,Good,,4.0,3,Moderate,No,High,80,25.0,Critical
38.0,Other,Self-Employed,37,7.0,5.1,Average,6.7,45.0,7,Moderate,No,Moderate,49,70.0,Needs Attention
63.0,Female,Employed,28,9.2,6.4,Average,1.5,26.0,8,Moderate,No,Moderate,53,34.0,Needs Attention
29.0,Other,Unemployed,65,8.3,7.1,Good,6.1,47.0,1,Low,No,Low,28,56.0,Healthy
22.0,Male,Student,59,4.0,4.5,Poor,2.4,19.0,0,Moderate,No,Low,27,52.0,Healthy
55.0,Other,Student,55,2.8,8.7,Good,3.2,26.0,1,Low,No,Low,32,80.0,Healthy
46.0,Male,Student,46,3.3,,Excellent,8.4,44.0,1,Low,No,Low,4,80.0,Healthy
44.0,Female,Unemployed,51,11.9,8.9,Good,3.0,25.0,5,Moderate,No,Moderate,60,38.0,Needs Attention
37.0,Female,Employed,65,5.1,6.3,Average,8.1,36.0,8,Moderate,No,Moderate,50,49.0,Needs Attention
24.0,Male,Student,58,4.1,5.6,Average,4.8,19.0,6,Moderate,No,Low,29,58.0,Healthy
22.0,Male,Student,32,3.5,8.5,Good,8.0,20.0,8,Low,No,Low,13,87.0,Healthy
61.0,Female,Student,30,3.1,9.7,Excellent,7.7,2.0,6,Low,No,Low,39,79.0,Healthy
35.0,Female,Student,62,13.7,,Poor,2.3,10.0,2,High,Yes,High,96,12.0,Critical
34.0,Other,Unemployed,40,4.1,8.2,Good,0.7,25.0,5,Low,No,Low,24,97.0,Healthy
44.0,Other,Employed,30,,4.6,Poor,3.6,28.0,5,Moderate,No,Low,34,81.0,Healthy
47.0,Female,Student,20,8.6,4.4,Poor,4.4,34.0,2,Low,No,Low,23,76.0,Healthy
47.0,Other,Self-Employed,28,3.2,9.4,Excellent,2.0,15.0,5,Low,No,Low,7,100.0,Healthy
35.0,Other,Self-Employed,34,7.2,5.1,Average,9.2,33.0,3,Low,No,Low,0,100.0,Healthy
65.0,Other,Self-Employed,65,11.7,7.2,Good,3.8,9.0,1,Moderate,No,Moderate,59,50.0,Needs Attention
48.0,Female,Unemployed,56,3.2,8.7,Good,3.8,45.0,1,Low,No,Low,25,72.0,Healthy
61.0,Female,Unemployed,21,9.9,5.4,Average,0.7,5.0,5,Moderate,No,Moderate,53,50.0,Needs Attention
47.0,Male,Self-Employed,32,9.7,4.2,Poor,9.1,24.0,4,Moderate,No,Low,30,56.0,Healthy
27.0,Female,Self-Employed,67,13.9,9.8,Excellent,2.3,54.0,1,Moderate,No,Moderate,56,40.0,Needs Attention
62.0,Male,Employed,22,3.9,6.3,Average,2.8,35.0,5,Low,No,Low,7,94.0,Healthy
54.0,Other,Employed,61,9.7,5.8,Average,6.5,35.0,4,High,Yes,Moderate,60,33.0,Critical
33.0,Male,Self-Employed,64,2.5,7.6,Good,6.7,42.0,5,Moderate,No,Low,26,65.0,Healthy
65.0,Other,Self-Employed,64,10.6,4.4,Poor,9.6,45.0,0,Moderate,No,Moderate,42,59.0,Needs Attention
27.0,Male,Unemployed,33,11.7,,Poor,5.8,1.0,6,Moderate,No,Low,34,41.0,Healthy
22.0,Male,Unemployed,45,5.0,7.8,Good,1.4,21.0,6,Low,No,Low,28,83.0,Healthy
29.0,Female,Self-Employed,35,5.0,5.7,Average,2.2,53.0,5,Low,No,Low,26,94.0,Healthy
52.0,Other,Unemployed,23,6.4,7.5,Good,1.5,5.0,4,Moderate,No,Low,38,48.0,Healthy
58.0,Female,Student,56,12.9,5.1,Average,9.5,15.0,6,High,Yes,High,72,20.0,Critical
51.0,Female,Student,33,10.6,5.7,Average,3.6,41.0,7,Moderate,No,High,70,50.0,Critical
18.0,Other,Employed,67,7.2,6.8,Average,3.9,9.0,0,Moderate,No,Moderate,41,41.0,Needs Attention
46.0,Male,Employed,69,7.9,7.7,Good,8.0,45.0,2,Moderate,No,Moderate,42,54.0,Needs Attention
40.0,Other,Unemployed,26,11.3,4.6,Poor,0.1,3.0,1,Moderate,No,High,67,24.0,Critical
25.0,Female,Unemployed,63,7.7,9.4,Excellent,7.8,20.0,5,Moderate,No,Moderate,43,60.0,Needs Attention
65.0,Male,Unemployed,65,8.7,7.6,Good,7.1,26.0,7,Moderate,No,Moderate,45,48.0,Needs Attention
34.0,Female,Employed,45,4.3,6.2,Average,0.4,22.0,0,Moderate,No,Moderate,45,68.0,Needs Attention
18.0,Male,Self-Employed,68,2.9,5.0,Average,0.5,49.0,4,High,Yes,High,83,31.0,Critical
41.0,Male,Employed,33,4.8,7.6,Good,5.7,15.0,0,Low,No,Low,0,100.0,Healthy
28.0,Male,Student,66,10.1,8.4,Good,2.1,39.0,7,Moderate,No,Moderate,58,56.0,Needs Attention
48.0,Female,Unemployed,34,7.8,9.1,Excellent,4.9,9.0,3,Low,No,Low,23,,Healthy
51.0,Male,Student,26,4.7,6.2,Average,3.9,36.0,4,Low,No,Low,5,94.0,Healthy
54.0,Male,Student,35,11.0,5.0,Average,1.1,53.0,5,Moderate,No,Moderate,59,57.0,Needs Attention
57.0,Male,Unemployed,64,12.6,8.7,Good,9.1,40.0,8,High,Yes,High,90,19.0,Critical
31.0,Female,Employed,24,12.8,,Good,4.9,13.0,3,Low,No,Low,10,79.0,Healthy
,Other,Employed,43,9.3,6.0,Average,9.5,55.0,2,Moderate,No,Moderate,42,69.0,Needs Attention
28.0,Male,Self-Employed,34,12.2,9.3,Excellent,5.1,50.0,5,Low,No,Low,0,93.0,Healthy
55.0,Other,Unemployed,57,9.7,9.2,Excellent,4.0,44.0,3,Moderate,No,Low,23,60.0,Healthy
39.0,Other,Unemployed,36,8.2,6.7,Average,2.5,37.0,7,Moderate,No,Moderate,51,40.0,Needs Attention
55.0,Female,Employed,64,5.2,6.1,Average,5.3,25.0,3,Moderate,No,Low,32,68.0,Healthy
47.0,Other,Unemployed,62,5.6,4.5,Poor,8.1,42.0,2,Moderate,No,Low,39,54.0,Healthy
53.0,Male,Employed,36,5.9,8.6,Good,1.4,25.0,4,Low,No,Low,29,59.0,Healthy
36.0,Male,Self-Employed,23,10.2,8.8,Good,0.0,35.0,1,Low,No,Low,16,93.0,Healthy
44.0,Other,Unemployed,61,8.8,5.0,Average,0.4,58.0,7,High,Yes,High,84,8.0,Critical
26.0,Male,Self-Employed,56,6.0,7.6,Good,5.3,46.0,3,Moderate,No,Moderate,50,49.0,Needs Attention
45.0,Female,Employed,37,6.3,7.3,Good,4.7,60.0,0,Low,No,Low,16,100.0,Healthy
49.0,Other,Self-Employed,29,7.6,7.0,Good,1.1,11.0,7,Moderate,No,Moderate,58,57.0,Needs Attention
52.0,Other,Employed,44,,4.8,Poor,5.6,40.0,3,Moderate,No,High,70,46.0,Critical
63.0,Female,Employed,69,8.3,8.5,Good,6.9,37.0,2,Moderate,No,Low,39,61.0,Healthy
31.0,Female,Unemployed,67,3.9,8.4,Good,7.6,29.0,5,Moderate,No,Moderate,58,46.0,Needs Attention
64.0,Other,Employed,62,7.8,5.1,Average,2.2,33.0,3,Moderate,No,Moderate,54,58.0,Needs Attention
46.0,Female,Student,40,5.7,8.6,Good,3.4,5.0,0,Low,No,Low,4,97.0,Healthy
22.0,Other,Unemployed,30,11.2,8.5,Good,2.7,44.0,1,Low,No,Low,36,59.0,Healthy
18.0,Other,Self-Employed,38,8.1,7.1,Good,0.3,32.0,2,Moderate,No,Low,36,49.0,Healthy
62.0,Other,Unemployed,30,10.5,5.5,Average,3.9,51.0,1,Low,No,Low,20,67.0,Healthy
41.0,Male,Self-Employed,33,13.6,5.6,Average,6.1,52.0,0,Low,No,Low,26,66.0,Healthy
65.0,Female,Student,63,9.0,7.0,Good,2.1,19.0,4,High,Yes,High,100,12.0,Critical
37.0,Female,Unemployed,47,8.7,4.2,Poor,6.7,56.0,5,Low,No,Low,26,57.0,Healthy
18.0,Female,Unemployed,66,6.2,6.3,Average,9.8,49.0,8,Moderate,No,Moderate,50,57.0,Needs Attention
34.0,Female,Student,58,10.5,7.8,Good,7.7,30.0,0,Low,No,Low,21,53.0,Healthy
49.0,Female,Student,53,10.4,9.6,Excellent,4.1,30.0,8,Moderate,No,Moderate,58,53.0,Needs Attention
20.0,Female,Self-Employed,54,10.6,7.4,Good,7.9,1.0,7,High,Yes,High,86,18.0,Critical
63.0,Male,Self-Employed,32,5.9,4.7,Poor,8.6,53.0,4,Low,No,Low,10,80.0,Healthy
46.0,Other,Student,57,12.0,6.9,Average,0.9,,4,High,Yes,High,92,17.0,Critical
38.0,Female,Employed,29,2.3,9.5,Excellent,4.5,35.0,5,Low,No,Low,0,82.0,Healthy
30.0,Other,Student,41,9.2,4.3,Poor,1.1,35.0,5,Moderate,No,Low,36,62.0,Healthy
47.0,Male,Employed,53,13.2,7.6,Good,4.0,10.0,4,High,Yes,High,89,,Critical
43.0,Male,Self-Employed,20,3.3,5.2,Average,3.0,9.0,4,Low,No,Low,24,69.0,Healthy
40.0,Female,Self-Employed,25,7.7,9.3,Excellent,7.0,30.0,3,Low,No,Low,19,84.0,Healthy
24.0,Other,Employed,60,13.6,7.1,Good,3.0,0.0,8,High,Yes,High,84,12.0,Critical
61.0,Female,Unemployed,49,7.1,5.2,Average,4.5,20.0,5,Moderate,No,High,67,25.0,Critical
26.0,Male,Employed,36,4.1,5.0,Average,8.2,7.0,6,Low,No,Low,14,96.0,Healthy
36.0,Other,Student,21,10.3,7.4,Good,4.7,60.0,4,Low,No,Low,0,95.0,Healthy
38.0,Other,Employed,41,13.3,7.9,Good,9.9,52.0,6,Low,No,Low,31,74.0,Healthy
24.0,Other,Student,51,13.5,5.0,Average,0.7,42.0,1,High,Yes,High,98,21.0,Critical
40.0,Other,Self-Employed,49,10.7,5.8,Average,1.0,4.0,3,High,Yes,High,78,5.0,Critical
20.0,Female,Self-Employed,27,13.5,5.8,Average,8.8,58.0,2,Low,No,Low,18,87.0,Healthy
32.0,Other,Self-Employed,30,5.5,6.5,Average,4.3,25.0,1,Low,No,Low,24,89.0,Healthy
32.0,Male,Unemployed,21,3.2,7.7,Good,5.9,31.0,6,Low,No,Low,0,80.0,Healthy
34.0,Male,Unemployed,32,2.3,5.8,Average,3.9,49.0,7,Low,No,Low,0,95.0,Healthy
42.0,Female,Self-Employed,47,5.5,7.9,Good,0.4,9.0,3,Moderate,No,Moderate,52,47.0,Needs Attention
38.0,Female,Self-Employed,67,13.6,9.8,Excellent,3.4,8.0,3,High,Yes,High,68,,Critical
21.0,Other,Unemployed,29,4.3,4.0,Poor,2.0,7.0,2,Moderate,No,Low,35,51.0,Healthy
45.0,Male,Student,65,,6.5,Average,6.7,33.0,7,Moderate,No,High,66,45.0,Critical
57.0,Male,Employed,46,5.8,5.5,Average,2.1,10.0,2,Moderate,No,Moderate,49,55.0,Needs Attention
32.0,Other,Self-Employed,61,12.8,8.4,Good,6.5,33.0,2,Moderate,No,High,71,47.0,Critical
48.0,Male,Student,48,13.9,7.1,Good,9.5,0.0,1,Moderate,No,High,78,32.0,Critical
65.0,Male,Unemployed,23,8.2,4.3,Poor,3.7,33.0,8,Low,No,Low,35,70.0,Healthy
